0	-0.28703	0.61883	0.001
0	-0.28703	0.63532	0.034
0	-0.28703	0.63532	0.034
0.024952	-0.28703	0.65182	0.114
0.053743	-0.26228	0.63532	0.292
0.086372	-0.28703	0.53635	0.474
0.119	-0.31177	0.25592	0.741
0.15355	-0.36126	-0.073995	0.978
0.18042	-0.41074	-0.28844	1
0.21497	-0.43549	-0.40391	1
0.24568	-0.41074	-0.42041	1
0.27639	-0.36126	-0.32143	1
0.30902	-0.28703	-0.17297	1
0.34357	-0.16331	0.074466	1
0.37236	-0.064333	0.23942	0.995
0.40499	0.059385	0.37139	1
0.43954	0.13362	0.35489	1
0.47025	0.13362	0.22293	1
0.50288	0.084128	-0.0080122	1
0.53551	0.0098974	-0.18947	1
0.56814	-0.03959	-0.30494	1
0.59693	-0.014846	-0.28844	1
0.62956	0.059385	-0.18947	1
0.66219	0.1831	-0.0080122	1
0.69674	0.33156	0.10746	1
0.72745	0.40579	0.14045	1
0.75816	0.43054	0.090962	1
0.79271	0.40579	-0.041004	1
0.82342	0.33156	-0.20596	1
0.85221	0.28208	-0.32143	1
0.88868	0.28208	-0.4369	1
0.91747	0.30682	-0.46989	1
0.9501	0.35631	-0.50288	0.823
0.98273	0.38105	-0.46989	0.388
0.99808	0.38105	-0.4534	0.007
1	NaN	NaN	NaN
